Description,Discount_Price,Price,Metal,Metal Color,Stones,Product_Weight
"Effy Classique 14K White Gold Diamond Heart Necklace, 0.40 TCW",1342.5,2685.0,14K Gold,White,Multi Shape Diamond 0.4,0.4
"Effy Kidz 14K White Gold Diamond Butterfly Pendant, 0.10 TCW",425.0,850.0,14K Gold,White,"Round Diamond 0.1,",0.1
Effy Seaside Silver Cultured Fresh Water Pearl Whale's Tail Pendant,227.5,325.0,Sterling Silver,Sterling Silver,Round Pearl,0.0
"Pave Classica Diamond Hamsa Pendant, .23 TCW",875.0,1250.0,14K Gold,White,"Round Diamond 0.23,Chain Included",0.23
"Effy Signature 14K White Gold Diamond and Emerald Pendant, 0.52 TCW",1497.5,2995.0,14K Gold,White,"Round Diamond 0.48, Round Emerald 0.04",0.52
Effy Diversa 14K White Gold Black and White Diamond Double Sided Pendant,4225.0,8450.0,14K Gold,White,Round Diamond 3.28,0.0
"Effy 14K Two Tone Gold Sapphire and Diamond Pendant, 1.66 TCW",1675.0,3350.0,14K Gold,Rose and White,"Oval Blue Sapphire 1.42, Round Diamond 0.24",1.66
"Effy D'Oro 14K Yellow Gold Diamond Circles Pendant, 0.41 TCW",1995.0,2850.0,14K Gold,Yellow,Round Diamond 0.41,0.41
"14K Rose Gold Rose Quartz and Diamond Pendant, 16.18 TCW",1746.5,2495.0,14K Gold,Rose,"Trillion Rose Quartz 15.9, Round Diamond 0.28",16.18
"Effy 14K White Gold Alexandrite and Diamond Pendant, 0.65 TCW",3916.5,5595.0,14K Gold,White,"Oval Alexandrite 0.5, Round Diamond 0.15",0.65
"Effy Novelty 14K Two Tone Gold Diamond Shema Pendant, 0.47 TCW",2516.5,3595.0,14K Gold,Rose and White,Round Diamond 0.47,0.47
"Effy Signature 14K White Gold Diamond & Emerald Pendant, 0.79 TCW",2975.0,4250.0,14K Gold,White,"Round Diamond 0.68, Round Black Diamond 0.06, Round Emerald 0.05",0.79
"Effy 925 Sterling Silver Blue Sapphire Circle Pendant, 4.75 TCW",1237.5,2475.0,Sterling Silver,Sterling Silver,"Sapphire 4.75,Chain Included",4.75
"Effy Novelty 14K Gold Blue & White Diamond Palm Tree Necklace, 0.25 TCW",1186.5,1695.0,14K Gold,White,Round Diamond 0.25,0.25
"Effy Pave Classica 14K White Gold Diamond Necklace, 0.41 TCW",1575.0,3150.0,14K Gold,White,Round Diamond 0.41,0.41
"Effy Aquarius 14K White Gold Aquamarine and Diamond Pendant, 2.08 TCW",1097.5,2195.0,14K Gold,White,"Cushion Aquamarine 1.8, Round Diamond 0.28",2.08
"Effy Ruby Royale 14K Yellow Gold Ruby and  Diamond Necklace, 1.11 TCW",1645.0,2350.0,14K Gold,Yellow,"Round Ruby 1, Round Diamond 0.11",1.11
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Pendant, 1.76 TCW",2376.5,3395.0,14K Gold,Yellow,"Oval Ruby 1.42, Round Diamond 0.34",1.76
"14K Rose Gold Pink Sapphire and Diamond Ribbon Pendant, 0.31 TCW",875.0,1250.0,14K Gold,Rose,"Round Pink Sapphire 0.23, Round Diamond 0.08",0.31
"Effy Seaside Sterling Silver & 18K Gold Multi Gemstone Starfish Pendant, 1.82 TCW",577.5,825.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Multi Shape Multi Color 1.82,1.82
"Effy Novelty 14K Yellow Gold Onyx and Diamond Evil Eye Necklace, 1.12 TCW",1186.5,1695.0,14K Gold,Yellow,"Round Onyx 0.95, Round Diamond 0.17,16"" - 18"" Adjustable Length",1.12
"Effy Novelty 14K Rose Gold Diamond Heart Leather Choker, 0.12 TCW",945.0,1350.0,14K Gold,Rose,"Round Diamond 0.12,",0.12
"Effy 14K Yellow Gold Turquoise Necklace, 7.75 TCW",1606.5,2295.0,14K Gold,Yellow,Round Turquoise 7.75,7.75
"Effy Safari 14K White Gold Diamond Koala Bear Pendant, 0.69",1925.0,3850.0,14K Gold,White,"Round Diamond 0.69,",0.0
"Effy Novelty 14K Gold Ruby, Sapphire and Diamond Eagle Pendant, 1.02 TCW",2275.0,3250.0,14K Gold,White,"Round Multi Color 0.74, Round Diamond 0.28",1.02
"Effy 925 Sterling Silver Black Diamond Pendant, 0.21 TCW",577.5,825.0,Sterling Silver,Sterling Silver,Round Black Diamond 0.21,0.21
"Effy Pave Classica 14K White Gold Diamond Bezel Set Necklace, 0.20 TCW",1746.5,2495.0,14K Gold,White,Round Diamond 0.2,0.2
"Effy Novelty 14K Rose Gold Diamond Teddy Bear Pendant, 0.51 TCW",1956.5,2795.0,14K Gold,Rose,Round Diamond 0.51,0.51
"Effy Nature Sapphire, Tsavorite and Diamond Butterfly Pendant, 1.27 TCW",2096.5,2995.0,14K Gold,Yellow,"Multi Shape Multi Color 0.93, Round Diamond 0.34",1.27
"Effy 14K White Gold Ruby and Diamond Necklace, 6.11 TCW",11750.0,23500.0,14K Gold,White,"Oval Ruby 4.45, Round Diamond 1.66",6.11
"Effy 14K White Gold Diamond Cross Pendant, 0.71 TCW",1396.5,1995.0,14K Gold,White,Round Diamond 0.71,0.71
"Effy Classique 14K White Gold Diamond V-Shape Necklace, 0.32 TCW",1470.0,2100.0,14K Gold,White,"Baguette Diamond 0.21, Round Diamond 0.11,",0.32
"Effy 14K Rose Gold Morganite and Diamond Pendant, 3.13",1125.0,2250.0,14K Gold,Rose,"Oval Morganite 3.09, Round Diamond 0.04",0.0
"Effy Nature 14K White Gold Sapphire and Diamond Necklace, 0.70 TCW",1187.5,2375.0,14K Gold,White,"Round Blue Sapphire 0.49, Round Diamond 0.21",0.7
"Effy 14K Yellow Gold Diamond Teardrop Pendant, 0.38 TCW",1297.5,2595.0,14K Gold,Yellow,Round Diamond 0.38,0.38
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Necklace, 9.87 TCW",7626.5,10895.0,14K Gold,Yellow,"Marquise Ruby 9.58, Round Diamond 0.29,",9.87
"Effy 14K Rose Gold Pave Diamond Disk Pendant, 0.25 TCW",1120.0,1600.0,14K Gold,Rose,"Round Diamond 0.25,",0.25
"Effy Ruby Royale 14K White Gold Ruby and Diamond Necklace, 0.97 TCW",925.0,1850.0,14K Gold,White,"Marquise Ruby 0.87, Round Diamond 0.1",0.97
"Effy Royale Bleu 14K Gold Sapphire and Diamond Cross Pendant, 0.56 TCW",997.5,1995.0,14K Gold,White,"Round Blue Sapphire 0.31, Round Diamond 0.25",0.56
"Effy 14K Rose Gold Diamond Pendant, 0.20 TCW",1147.5,2295.0,14K Gold,Rose,"Round Diamond 0.2,Chain Included",0.2
"Effy 14K White Gold Espresso, Black and White Diamond Pendant, 1.30 TCW",1997.5,3995.0,14K Gold,White,Round Diamond 1.3,1.3
"Effy Kidz 14K Rose Gold Diamond Heart Pendant, 0.14 TCW",525.0,1050.0,14K Gold,Rose,"Round Diamond 0.14,14"" - 15"" Adjustable Chain",0.14
"Effy Novelty 14K Two Tone Gold Diamond Butterfly Necklace, 0.46 TCW",1375.0,2750.0,14K Gold,Rose and White,Round Diamond 0.46,0.46
"Effy Confetti 14K Gold Black, Espresso & White Diamond Pendant, 1.17 TCW",2997.5,5995.0,14K Gold,Rose,Round Diamond 1.17,1.17
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Pendant, 11.37 TCW",1097.5,2195.0,14K Gold,Yellow,"Fantasy Cut Onyx 11.1, Round Diamond 0.27",11.37
"Effy Novelty 14K White Gold Diamond and Tsavorite Snake Pendant, 0.13 TCW",997.5,1995.0,14K Gold,White,"Rectangle Diamond 0.11, Round Tsavorite 0.02",0.13
"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 1.97 TCW",2097.5,4195.0,14K Gold,White,"Pear Tanzanite 1.52, Round Diamond 0.45",1.97
"Effy Brasilica 14K Two Tone Gold Emerald and Diamond Necklace, 0.77 TCW",1600.0,3200.0,14K Gold,Yellow and White,"Pear Emerald 0.57, Round Diamond 0.2",0.77
"Effy Tanzanite Royale Sterling Silver Tanzanite and Diamond Pendant, 1.59 TCW",892.5,1785.0,Sterling Silver,Sterling Silver,"Cushion Tanzanite 1.4, Round Diamond 0.19",1.59
Effy Seaside Sterling Silver Sapphire and Diamond Seahorse Pendant,497.5,995.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.03, Round Blue Sapphire 0.02",0.0
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Necklace, 3.10 TCW",1447.5,2895.0,14K Gold,Yellow,"Multi Shape Onyx 2.32, Round Diamond 0.78,16""-18"" Adjustable Length",3.1
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Pendant, 1.79 TCW",2197.5,4395.0,14K Gold,White,"Round Blue Sapphire 1.66, Round Diamond 0.13",1.79
"Effy Nature 14K Gold Ruby, Sapphire and Diamond Flowers Pendant, 3.02 TCW",3776.5,5395.0,14K Gold,Rose,"Round Multi Color 2.67, Round Diamond 0.35",3.02
"Effy 14K Yellow Gold Multi Gemstone Station Necklace, 28.93 TCW",2695.0,3850.0,14K Gold,Yellow,Round Multi Color 28.93,28.93
"Effy Aurora 14K Yellow Gold Bezel Set Opal Necklace, 0.55 TCW",556.5,795.0,14K Gold,Yellow,Round Opal 0.55,0.55
"Effy 14K Rose Gold Amethyst Station Necklace, 8.25 TCW",1396.5,1995.0,14K Gold,Rose,Round Amethyst 8.25,8.25
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Bar Necklace, 1.36 TCW",1536.5,2195.0,14K Gold,White,"Square Blue Sapphire 1.23, Round Diamond 0.13",1.36
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Bow Necklace, 7.25 TCW",11060.0,15800.0,14K Gold,Rose,"Baguette Ruby 6.44, Round Diamond 0.81",7.25
"Effy 14K Yellow Gold Ruby and Diamond Bracelet, 14.97 TCW",9250.0,18500.0,14K Gold,Yellow,"Emerald Cut Ruby 14.8, Round Diamond 0.17",14.97
"Effy Ocean Bleu 14K Gold London Blue Topaz and Diamond Pendant, 12.45 TCW",3426.5,4895.0,14K Gold,White,"Rectangle Blue Topaz 11.7, Round Diamond 0.75",12.45
"Effy 14K Two Tone Gold Pink and White Diamond Pendant, 0.54 TCW",4896.5,6995.0,14K Gold,Rose and White,Round Diamond 0.54,0.54
"Effy Nature 14K White Gold Diamond Flower Pendant, 0.60 TCW",1960.0,2800.0,14K Gold,White,Round Diamond 0.6,0.6
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Pendant, 1.51 TCW",2026.5,2895.0,14K Gold,Yellow,"Multi Shape Ruby 1.07, Round Diamond 0.44",1.51
"Effy Ruby Royale 14K Two Tone Gold Ruby and Diamond Pear Shaped Pendant, 0.68 TCW",1396.5,1995.0,14K Gold,Rose and White,"Pear Ruby 0.48, Round Diamond 0.2",0.68
"Effy Novelty 14K White Gold Diamond Moon and Stars Necklace, 0.38 TCW",1746.5,2495.0,14K Gold,White,"Round Diamond 0.38,",0.38
"Effy Sunset 14K Yellow Gold Citrine and Diamond Pendant, 9.21 TCW",2275.0,3250.0,14K Gold,Yellow,"Oval Citrine 8.85, Round Diamond 0.36",9.21
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Necklace, 7.30 TCW",11847.5,16925.0,14K Gold,Yellow,"Marquise Emerald 6.83, Round Diamond 0.47",7.3
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 2.32 TCW",2625.0,3750.0,14K Gold,Yellow,"Marquise Emerald 2.18, Round Diamond 0.14",2.32
"Effy Watercolors 14K Yellow Gold Multi Sapphire Bar Necklace, 0.57 TCW",696.5,995.0,14K Gold,Yellow,"Round Multi Sapphire 0.57,",0.57
Effy Cultured Fresh Water Pearl Necklace with Sterling Silver Clasp,276.5,395.0,Sterling Silver,Sterling Silver,Round Pearl,0.0
"Effy Splash Sterling Silver Multi Sapphire Circle Pendant, 3.04 TCW",525.0,750.0,Sterling Silver,Sterling Silver,Round Multi Sapphire 3.04,3.04
"Effy Splash Sterling Silver Blue Sapphire Oval Pendant, 3.60 TCW",665.0,950.0,Sterling Silver,Sterling Silver,Round Blue Sapphire 3.6,3.6
"Effy Canare 14K Two Tone Gold Yellow and White Diamond Heart Necklace, 0.71 TCW",3216.5,4595.0,14K Gold,Yellow and White,"Round Yellow Diamond 0.43, Round Diamond 0.28",0.71
"Effy Safari 14K White Gold Tsavorite and Diamond Frog Pendant, 0.51 TCW",982.5,1965.0,14K Gold,White,"Round Tsavorite 0.44, Round Diamond 0.07",0.51
"Effy Novelty 14K Yellow Gold Diamond Chinese Fu Blessing Pendant, 0.09 TCW",906.5,1295.0,14K Gold,Yellow,Round Diamond 0.09,0.09
"Effy Safari 14K Rose Gold Diamond Elephant Pendant, 0.21 TCW",1396.5,1995.0,14K Gold,Rose,Round Diamond 0.21,0.21
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 2.54 TCW",4826.5,6895.0,14K Gold,Yellow,"Oval Emerald 1.52, Round Diamond 1.02",2.54
"Effy 14K Rose Gold Diamond Star of David Pendant, 0.12 TCW",747.5,1495.0,14K Gold,Rose,Round Diamond 0.12,0.12
"Effy 14K White Gold Diamond Clover Pendant, 0.23 TCW",847.5,1695.0,14K Gold,White,Round Diamond 0.23,0.23
"Effy Brasilica 14K White Gold Emerald and Diamond Pendant, 1.55 TCW",1606.5,2295.0,14K Gold,White,"Emerald Cut Emerald 1.42, Round Diamond 0.13",1.55
"Effy 925 Sterling Silver Diamond Necklace, 0.47 TCW",595.0,850.0,Sterling Silver,Sterling Silver,Round Diamond 0.47,0.47
"Effy D'Oro 14K Yellow Gold Diamond Leaf Pendant, 0.58 TCW",1950.0,3900.0,14K Gold,Yellow,Round Diamond 0.58,0.58
"Effy Brasilica 14K Yellow Gold Emerald & Diamond Pendant, 1.73 TWC",1872.5,2675.0,14K Gold,Yellow,"Emerald Cut Emerald 1.42, Round Diamond 0.31,18"" Chain Included. Pendant 3/4""",0.0
"Effy Safari 14K Yellow Gold Diamond Dragon Pendant, 0.59 TCW",2800.0,4000.0,14K Gold,Yellow,Round Diamond 0.59,0.59
"Effy Watercolors 14K Gold Multi Sapphire & Diamond Necklace, 12.94 TCW",7696.5,10995.0,14K Gold,Yellow,"Pear Multi Sapphire 12.2, Round Diamond 0.74",12.94
"Effy Safari Sterling Silver Multi Sapphire and Tsavorite Elephant Pendant, 2.20 TCW",665.0,950.0,Sterling Silver,Sterling Silver,Round Multi Sapphire 2.2,2.2
"Effy Nature Sterling Silver & 18K Gold Diamond Flower Pendant, 0.02 TCW",472.5,675.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Round Diamond 0.02,0.02
Effy 925 Sterling Silver & 18K Yellow Gold Cultured Fresh Water Pearl Pendant,276.5,395.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Round Pearl,0.0
Effy 14K Yellow Gold Pearl Necklace,945.0,1350.0,14K Gold,Yellow,"Pearl,18"" Necklace",0.0
Effy 14K White Gold Cultured Fresh Water Pearl Necklace,276.5,395.0,14K Gold,White,Round Pearl,0.0
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Necklace, 10.00 TCW",11550.0,16500.0,14K Gold,Yellow,"Marquise Multi Sapphire 8.78, Round Diamond 1.22",10.0
"Effy Tanzanite Royale Sterling Silver Tanzanite Necklace, 27.69 TCW",2236.5,3195.0,Sterling Silver,Sterling Silver,Oval Tanzanite 27.69,27.69
"Effy D'Oro 14K Yellow Gold Diamond Cross Pendant, 0.25 TCW",1886.5,2695.0,14K Gold,Yellow,Round Diamond 0.25,0.25
"Effy Seaside Sterling Silver & 18K Gold Diamond Anchor Pendant, 0.04 TCW",315.0,450.0,Sterling Silver & 18K Gold,Yellow,Round Diamond 0.04,0.04
"Effy 925 Sterling Silver & 18K Gold Multi Gemstone Pendant, 5.40 TCW",556.5,795.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Multi Shape Multi Color 5.4,5.4
"Effy 14K White Gold 18"" Diamond Station Necklace, 0.21 TCW",1046.5,1495.0,14K Gold,White,Round Diamond 0.21,0.21
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Pendant, 6.29 TCW",1155.0,1650.0,14K Gold,Yellow,"Pear Onyx 6.1, Round Diamond 0.19",6.29
"Effy Signature 14K White Gold Diamond and Emerald Panther Pendant, 0.47 TCW",1746.5,2495.0,14K Gold,White,"Round Diamond 0.43, Round Emerald 0.04",0.47
"Effy Signature 14K Yellow Gold Diamond & Emerald Panther Pendant, 0.47 TCW",1746.5,2495.0,14K Gold,Yellow,"Round Diamond 0.43, Round Emerald 0.04",0.47
"Effy Nature 14K Rose Gold Ruby and Diamond Butterfly Necklace, 1.62 TCW",1816.5,2595.0,14K Gold,Rose,"Pear Ruby 1.42, Round Diamond 0.2",1.62
"Effy Pave Rose 14K Rose Gold Diamond Spiral Pendant, 0.27 TCW",1247.5,2495.0,14K Gold,Rose,Round Diamond 0.27,0.27
"Effy 14K Yellow Gold Abalone and Diamond Palm Tree Pendant, 4.52 TCW",695.0,1295.0,14K Gold,Yellow,"Round Abalone 4.45, Round Diamond 0.07",4.52
"Effy 925 Sterling Silver Diamond Necklace, 0.31 TCW",525.0,750.0,Sterling Silver,Sterling Silver,Round Diamond 0.31,0.31
"Effy Tanzanite Royale 14K White Gold Tanzanite & Diamond Pendant, 2.29 TCW",3496.5,4995.0,14K Gold,White,"Emerald Cut Tanzanite 2.09, Round Diamond 0.2",2.29
"Effy Novelty 14K Gold Diamond and White Sapphire Totem Pendant, 0.28 TCW",1085.0,1550.0,14K Gold,Rose,"Round White Sapphire 0.25, Round Black Diamond 0.02, Round Diamond 0.01",0.28
"Effy D'Oro 14K Yellow Gold Diamond Necklace, 1.21 TCW",8396.5,11995.0,14K Gold,Yellow,"Round Diamond 1.21,18"" Necklace",1.21
"Effy Mosaic Sterling Silver & 18K Gold Multi Sapphire Pendant, 1.15 TCW",766.5,1095.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Round Multi Sapphire 1.15,1.15
"Effy Gemma 14K White Gold Sapphire and Diamond Teardrop Pendant, 3.80 TCW",2306.5,3295.0,14K Gold,White,"Multi Shape Blue Sapphire 3.56, Round Diamond 0.24",3.8
"Effy Watercolors 14K Gold Sapphire & Diamond Totem Pole Pendant, 0.58 TCW",797.5,1595.0,14K Gold,Yellow,"Round Multi Sapphire 0.53, Round Diamond 0.05",0.58
"Effy Mosaic 14K Yellow Gold Multi Gemstone Station Necklace, 20.40 TCW",1375.0,2750.0,14K Gold,Yellow,"Round Multi Color 20.4,18""-20"" Adjustable Length",20.4
"Effy 925 Sterling Silver Blue Sapphire & Diamond Pendant, 3.26 TCW",626.5,895.0,Sterling Silver,Sterling Silver,"Round Blue Sapphire 3.20, Round Diamond 0.06",3.26
"Effy Canare 14K Two Tone Gold Yellow and White Diamond Necklace, 1.09 TCW",4196.5,5995.0,14K Gold,Yellow and White,"Round Yellow Diamond 0.72, Round Diamond 0.37",1.09
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Pendant, 2.71 TCW",1645.0,2350.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 2.63, Round Diamond 0.08",2.71
"Effy 925 Sterling Silver Sapphire and Diamond Evil Eye Pendant, 0.55 TCW",735.0,1050.0,Sterling Silver & 18K Gold,Yellow,"Round Blue Sapphire 0.37, Round Diamond 0.18",0.55
"Effy Novelty 14K Yellow Gold Onyx and Diamond Evil Eye Necklace, 1.34 TCW",976.5,1395.0,14K Gold,Yellow,"Multi Shape Onyx 1.2, Round Diamond 0.14",1.34
"Effy Trio 14K Tri-Color Gold Diamond Necklace, 1.33 TCW",7350.0,10500.0,14K Gold,Three Tone,"Round Diamond 1.33,",1.33
"Effy Seaside Sterling Silver Multi Gemstone Turtle Pendant, 1.47 TCW",696.5,995.0,Sterling Silver & 18K Gold,Yellow,Multi Shape Multi Sapphire 1.47,1.47
"Effy Nature 14K White Gold Sapphire, Tsavorite & Diamond Butterfly Pendant, 2.10 TCW",1197.5,2395.0,14K Gold,White,"Multi Shape Multi Color 2.06, Round Diamond 0.04",2.1
"Effy Ruby Royale 14K White Gold Ruby and Diamond Pendant, 2.23 TCW",2236.5,3195.0,14K Gold,White,"Oval Ruby 1.9, Round Diamond 0.33",2.23
"Effy Bouquet 14K White Gold Diamond Heart Pendant, 0.45 TCW",1676.5,2395.0,14K Gold,White,Round Diamond 0.45,0.45
"Effy Seaside 14K White Gold Mixed Diamond & Ruby Stingray Pendant, 1.00 TCW",2656.5,3795.0,14K Gold,White,"Round Diamond 0.92, Round Ruby 0.04",1.0
"Effy Novelty 14K Yellow Gold Diamond Pineapple Pendant, 0.26 TCW",1116.5,1595.0,14K Gold,Yellow,Round Diamond 0.26,0.26
"Effy 14K Rose Gold Amethyst and Diamond Pendant, 6.62 TCW",1085.0,1550.0,14K Gold,Rose,"Cushion Amethyst 6.6, Round Diamond 0.02",6.62
"Effy Seaside 14K Yellow Gold Diamond Anchor Pendant, 0.21 TCW",1085.0,1550.0,14K Gold,Yellow,Round Diamond 0.21,0.21
"Effy Watercolors 14K Yellow Gold Multi Sapphire Cross Pendant, 2.05 TCW",1536.5,2195.0,14K Gold,Yellow,Square Multi Sapphire 2.05,2.05
"Effy 14K White Gold Black and White Diamond Pear Shaped Necklace, 1.09 TCW",2936.5,4195.0,14K Gold,White,"Round Black Diamond 0.73, Round Diamond 0.36",1.09
"Effy Novelty 14K Yellow Gold Heart Pendant, 0.11 TCW",597.5,1195.0,14K Gold,Yellow,Round Diamond 0.11,0.11
"Effy 14K Rose Gold Diamond Pendant, 0.18 TCW",800.0,1600.0,14K Gold,Rose,Round Diamond 0.18,0.18
"Effy Brasilica 14K Yellow Gold Emererald and Diamond Pendant, 3.53 TCW",7497.5,14995.0,14K Gold,Yellow,"Oval Emerald 2.14, Round Diamond 1.39",3.53
"Effy Novelty 14K Rose Gold Diamond Hearts Station Necklace, 0.45 TCW",1886.5,2695.0,14K Gold,Rose,"Round Diamond 0.45,16"" - 18"" Adjustable Length",0.45
"Effy Mosaic Sterling Silver & 18K Gold Multi Sapphire Pendant, 0.60 TCW",486.5,695.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Round Multi Sapphire 0.6,0.6
"Effy 14K Rose Gold Diamond Ribbon Pendant, 0.12 TCW",625.0,1250.0,14K Gold,Rose,Round Diamond 0.12,0.12
"Effy 14K Rose Gold Amethyst, Pink Tourmaline and Diamond Pendant, 8.08 TCW",2026.5,2895.0,14K Gold,Rose,"Emerald Cut Multi Color 7.78, Round Diamond 0.3",8.08
"Effy 14K Rose Gold Diamond Butterfly Pendant, 0.81 TCW",2275.0,4550.0,14K Gold,Rose,Round Diamond 0.81,0.81
"Effy 14K White Gold Espresso and White Diamond Pendant, 0.62 TCW",1247.5,2495.0,14K Gold,White,Round Diamond 0.62,0.62
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Circles Pendant, 0.66 TCW",1956.5,2795.0,14K Gold,Rose,"Round Ruby 0.53, Round Diamond 0.13",0.66
"Effy Seaside 14K White Gold Diamond Anchor Pendant, 0.26 TCW",1326.5,1895.0,14K Gold,White,Round Diamond 0.26,0.26
"Ruby and Diamond Pendant, .36 TCW",625.0,1250.0,14K Gold,White,"Diamond 0.14, Round Ruby 0.22,Chain Included",0.36
"Effy 14K Yellow Gold Diamond Star of David Pendant, 0.24 TCW",647.5,1295.0,14K Gold,Yellow,Round Diamond 0.24,0.24
"Effy Pave Rose 14K Rose and White Gold Diamond Pendant, 0.18 TCW",982.5,1965.0,14K Gold,Rose and White,Round Diamond 0.18,0.18
"Effy Seaside 14K White Gold Blue & White Diamond Crab Pendant, 0.42 TCW",1956.5,2795.0,14K Gold,White,Round Diamond 0.42,0.42
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Pendant, 0.45 TCW",2516.5,3595.0,14K Gold,Yellow and White,Round Diamond 0.45,0.45
"Effy 14K Yellow Gold Green Amethyst and Diamond Pendant, 6.52 TCW",906.5,1295.0,14K Gold,Yellow,"Rectangle Green Amethyst 6.5, Round Diamond 0.02",6.52
"Effy 925 Sterling Silver Ruby Heart Pendant, 0.65 TCW",346.5,495.0,Sterling Silver,Sterling Silver,Round Ruby 0.65,0.65
"Effy Seaside Sterling Silver Blue Sapphire Dolphin Pendant, 1.20 TCW",425.0,850.0,Sterling Silver,Sterling Silver,Round Blue Sapphire 1.2,1.2
"Ruby and Diamond Pendant, 1.37 TCW",1725.0,3450.0,14K Gold,White,"Round Diamond 0.39, Round Ruby 0.98,Chain Included",1.37
"Effy 14K Rose Gold Espresso and White Diamond Pendant, 0.89 TCW",2050.0,4100.0,14K Gold,Rose,Round Diamond 0.89,0.89
"Effy 14K White Gold Emerald and Diamond Pendant, 1.41 TCW",1747.5,3495.0,14K Gold,White,"Oval Emerald 1.14, Round Diamond 0.27",1.41
"Effy Watercolors 14K White Gold Multi Gemstone & Diamond Pendant, 4.52 TCW",1607.5,3215.0,14K Gold,White,"Multi Shape Multi Color 4.34, Round Diamond 0.18",4.52
"Effy 14K Rose Gold Aquamarine and Diamond Pendant, 2.05 TCW",1097.5,2195.0,14K Gold,Rose,"Cushion Aquamarine 1.8, Round Diamond 0.25",2.05
"Effy Seaside 14K Gold Tsavorite, Sapphire & Diamond Seahorse Pendant, 1.04 TCW",1606.5,2295.0,14K Gold,White,"Round Tsavorite 0.48, Round Blue Sapphire 0.36, Round Diamond 0.2",1.04
"Effy Signature 14K Rose Gold Diamond & Tsavorite Necklace, 0.35 TCW",1676.5,2395.0,14K Gold,Rose,"Round Diamond 0.33, Round Tsavorite 0.02,",0.35
"Effy Signature 14K Yellow Gold Onyx and Diamond Panther Pendant, 7.92 TCW",1186.5,1695.0,14K Gold,Yellow,"Multi Shape Onyx 7.88, Round Diamond 0.04",7.92
"Effy 14K White Gold Diamond Necklace, 0.42 TCW",2097.5,4195.0,14K Gold,White,Round Diamond 0.42,0.42
"Effy 14K White Gold Multi Sapphire Pendant, 1.08 TCW",812.5,1625.0,14K Gold,White,Round Multi Sapphire 1.08,1.08
"White Gold Diamond & Blue Sapphire Key Pendant, .5 TCW",800.0,1600.0,14K Gold,White,"Round Diamond 0.08, Round Blue Sapphire 0.42,Chain Included",0.5
"Effy Novelty 14K White Gold Diamond and Enamel Evil Eye Pendant, 0.15 TCW",1050.0,2100.0,14K Gold,White,"Round Diamond 0.15,16""Chain Included. Pendant Length 1/2""",0.15
